,No,Date/Time,Date/time end,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3]
235,1131,2011-01-19 11:35:00,2011-01-20 11:05:00,42,0.05 - 0.14 µm,0.404,0.0043,0.0066,0.0003,0.0015,0.0331,0.0153,0.0063,0.0223,0.0001,0.0001,0.081,0.005,0.081,7.22,0.61,0.0018,0.09,0.04,6.54,0.0072,0.024,0.99,0.033,0.002,0.0005,0.08,0.0024,0.06,0.0018,0.003
236,1132,2011-01-19 11:35:00,2011-01-20 11:05:00,42,0.14 - 0.42 µm,1.325,0.0033,0.093,0.0035,0.0018,0.038,0.0075,0.0045,0.2424,0.0012,0.0001,0.103,0.007,0.11,11.75,1.45,0.318,0.14,0.25,15.13,0.11,0.12,1.24,0.105,0.034,0.012,0.18,0.035,0.22,0.05,0.03
237,1133,2011-01-19 11:35:00,2011-01-20 11:05:00,42,0.42 - 1.2 µm,2.388,0.1035,0.0077,0.0021,0.0141,0.0674,0.1069,0.0801,0.1247,0.0015,0.0003,0.075,0.003,0.078,23.16,3.01,0.084,0.09,0.58,30.21,0.02,0.44,1.3,0.117,0.021,0.029,0.41,0.043,0.3,0.0018,0.08
238,1134,2011-01-19 11:35:00,2011-01-20 11:05:00,42,1.2 - 3.5 µm,14.77,0.8082,0.0113,0.041,0.0822,0.2409,1.3413,0.6714,0.3552,0.0031,0.0003,0.126,0.009,0.135,180.07,16.14,0.329,0.53,4.34,191.95,0.14,0.18,1.18,0.181,0.0015,0.069,3.06,0.292,3.2,0.46,0.65
239,1135,2011-01-19 11:35:00,2011-01-20 11:05:00,42,3.5 - 10 µm,10.778,0.808,0.007,0.0316,0.0705,0.2001,1.4441,0.2287,0.2472,0.0008,0.0002,0.057,0.005,0.057,197.81,22.03,0.276,0.44,3.44,214.6,0.18,0.17,0.68,0.112,0.046,0.012,2.98,0.38,2.93,0.87,0.59
240,1136,2011-01-20 11:35:00,2011-01-21 11:05:00,42,0.05 - 0.14 µm,0.435,0.0003,0.0131,0.0003,0.0013,0.0752,0.0103,0.0121,0.0471,0.001,0.0005,0.102,0.013,0.114,6.98,0.64,0.021,0.16,0.03,5.98,0.0072,0.06,1.12,0.051,0.0015,0.001,0.06,0.007,0.03,0.0018,0.003
241,1137,2011-01-20 11:35:00,2011-01-21 11:05:00,42,0.14 - 0.42 µm,1.686,0.0021,0.1208,0.0068,0.0017,0.0549,0.0075,0.0111,0.3517,0.0025,0.0007,0.106,0.089,0.195,9.98,0.45,0.457,0.12,0.18,6.96,0.19,0.16,1.29,0.299,0.0015,0.039,0.13,0.03,0.16,0.0018,0.03
242,1138,2011-01-20 11:35:00,2011-01-21 11:05:00,42,0.42 - 1.2 µm,2.523,0.0851,0.0043,0.0072,0.012,0.0829,0.0528,0.0618,0.187,0.0027,0.0001,0.069,0.005,0.069,20.75,1.05,0.097,0.25,0.42,14.5,0.04,0.14,1.33,0.351,0.024,0.033,0.3,0.025,0.31,0.0018,0.06
243,1139,2011-01-20 11:35:00,2011-01-21 11:05:00,42,1.2 - 3.5 µm,13.985,0.6168,0.0051,0.033,0.0828,0.0696,0.903,0.6804,0.2408,0.0088,0.0013,0.244,0.045,0.289,192.57,17.56,0.386,0.57,4.26,208.18,0.14,0.19,1.31,0.22,0.018,0.085,3.12,0.306,2.99,0.41,0.63
244,1140,2011-01-20 11:35:00,2011-01-21 11:05:00,42,3.5 - 10 µm,11.772,0.8812,0.0058,0.0379,0.0808,0.0756,1.4642,0.4121,0.2439,0.0027,0.0009,0.122,0.005,0.122,152.74,21.22,0.277,0.5,3.07,206.34,0.17,0.16,0.65,0.159,0.0015,0.011,2.4,0.373,2.85,0.94,0.57
245,1141,2011-01-21 11:35:00,2011-01-22 11:05:00,42,0.05 - 0.14 µm,0.249,0.0003,0.0112,0.0003,0.0011,0.0561,0.0105,0.013,0.0431,0.0005,0.0002,0.119,0.034,0.153,6.49,0.3,0.0018,0.14,0.03,2.57,0.02,0.06,1.33,0.024,0.0015,0.001,0.04,0.0024,0.0024,0.0018,0.003
246,1142,2011-01-21 11:35:00,2011-01-22 11:05:00,42,0.14 - 0.42 µm,1.633,0.0036,0.1407,0.0075,0.0021,0.0506,0.0108,0.0119,0.4761,0.0009,0.0011,0.08,0.048,0.128,10.38,0.84,0.351,0.2,0.18,10.05,0.16,0.15,1.3,0.162,0.037,0.02,0.14,0.025,0.16,0.0018,0.003
247,1143,2011-01-21 11:35:00,2011-01-22 11:05:00,42,0.42 - 1.2 µm,2.24,0.0619,0.0145,0.007,0.0097,0.0829,0.011,0.0368,0.2405,0.004,0.0001,0.126,0.016,0.142,22.41,2.21,0.122,0.09,0.59,25.89,0.05,0.17,1.3,0.234,0.029,0.031,0.36,0.045,0.41,0.0018,0.03
248,1144,2011-01-21 11:35:00,2011-01-22 11:05:00,42,1.2 - 3.5 µm,9.682,0.4856,0.0055,0.0255,0.0688,0.1991,0.7337,0.499,0.2882,0.006,0.0006,0.095,0.018,0.113,160.61,13.21,0.31,0.76,3.54,162.42,0.14,0.23,1.51,0.138,0.113,0.087,2.53,0.232,2.29,0.0018,0.6
249,1145,2011-01-21 11:35:00,2011-01-22 11:05:00,42,3.5 - 10 µm,7.921,0.6529,0.0055,0.0265,0.0658,0.0547,1.1147,0.355,0.1618,0.0016,0.0001,0.185,0.005,0.185,129.42,17.92,0.276,0.47,2.47,178.43,0.15,0.15,0.57,0.112,0.0015,0.007,1.98,0.319,2.21,1.47,0.48
250,1146,2011-01-22 11:35:00,2011-01-23 11:05:00,42,0.05 - 0.14 µm,0.267,0.0003,0.0035,0.0003,0.0011,0.0398,0.0098,0.0023,0.0161,0.0001,0.0001,0.086,0.045,0.131,6.52,0.17,0.005,0.18,0.01,2.12,0.0072,0.05,1.06,0.022,0.0015,0.0005,0.04,0.0024,0.02,0.0018,0.01
251,1147,2011-01-22 11:35:00,2011-01-23 11:05:00,42,0.14 - 0.42 µm,1.164,0.0003,0.0482,0.0003,0.0024,0.0443,0.0096,0.0029,0.2283,0.0001,0.0001,0.116,0.033,0.149,13.57,1.43,0.233,0.44,0.27,16.94,0.1,0.1,1.24,0.154,0.033,0.01,0.2,0.025,0.26,0.0018,0.003
252,1148,2011-01-22 11:35:00,2011-01-23 11:05:00,42,0.42 - 1.2 µm,1.449,0.0226,0.0078,0.0003,0.005,0.0525,0.0144,0.0167,0.0897,0.0001,0.0007,0.155,0.092,0.247,16.53,1.02,0.046,0.14,0.29,11.93,0.03,0.41,1.34,0.105,0.017,0.014,0.21,0.016,0.3,0.0018,0.06
254,1150,2011-01-22 11:35:00,2011-01-23 11:05:00,42,3.5 - 10 µm,5.137,0.4009,0.0029,0.0121,0.04,0.1459,0.6881,0.1883,0.123,0.0006,0.0001,0.077,0.005,0.083,48.39,6.95,0.108,0.25,0.96,68.19,0.05,0.05,0.37,0.043,0.0015,0.002,0.75,0.121,0.61,0.14,0.18
255,1151,2011-01-23 11:35:00,2011-01-24 11:05:00,42,0.05 - 0.14 µm,0.079,0.0003,0.001,0.0003,0.0004,0.0138,0.0044,0.0016,0.002,0.0001,0.0001,0.046,0.025,0.071,10.45,0.25,0.011,0.15,0.06,2.33,0.0072,0.024,0.46,0.004,0.0015,0.003,0.23,0.013,0.02,0.01,0.003
256,1152,2011-01-23 11:35:00,2011-01-24 11:05:00,42,0.14 - 0.42 µm,0.453,0.0003,0.0219,0.0003,0.0004,0.0164,0.006,0.0018,0.0826,0.0005,0.0001,0.069,0.005,0.069,3.28,0.12,0.012,0.15,0.0048,1.0,0.0072,0.024,0.46,0.014,0.008,0.0005,0.02,0.009,0.0024,0.0018,0.003
257,1153,2011-01-23 11:35:00,2011-01-24 11:05:00,42,0.42 - 1.2 µm,0.275,0.0226,0.0038,0.0003,0.0028,0.0098,0.0114,0.0069,0.043,0.0006,0.0001,0.049,0.005,0.049,2.92,0.07,0.007,0.0168,0.01,0.62,0.0072,0.024,0.39,0.014,0.007,0.012,0.03,0.0024,0.01,0.0018,0.003
258,1154,2011-01-23 11:35:00,2011-01-24 11:05:00,42,1.2 - 3.5 µm,1.382,0.2616,0.0017,0.0017,0.0273,0.054,0.4172,0.0765,0.0697,0.0017,0.0001,0.179,0.014,0.192,9.38,0.17,0.0018,0.0168,0.01,2.41,0.0072,0.024,0.7,0.023,0.114,0.025,0.15,0.008,0.0024,0.0018,0.003
259,1155,2011-01-23 11:35:00,2011-01-24 11:05:00,42,3.5 - 10 µm,2.106,0.4437,0.0036,0.0093,0.0452,0.0975,0.751,0.0505,0.1011,0.0009,0.0003,0.144,0.005,0.149,0.0,0.0065,0.0018,0.0168,0.0048,0.0,0.0072,0.024,0.0,0.0,0.0015,0.0,0.0,0.0024,0.0024,0.0018,0.003
260,1156,2011-01-24 11:35:00,2011-01-25 11:05:00,42,0.05 - 0.14 µm,0.021,0.0003,0.0071,0.0003,0.0003,0.0432,0.0067,0.0015,0.0124,0.0001,0.0001,0.104,0.059,0.163,3.83,0.08,0.159,0.0168,0.0048,0.83,0.04,0.024,0.47,0.011,0.0015,0.029,0.05,0.0024,0.0024,0.0018,0.003
261,1157,2011-01-24 11:35:00,2011-01-25 11:05:00,42,0.14 - 0.42 µm,0.675,0.0006,0.0372,0.0003,0.0008,0.0608,0.0064,0.0026,0.1903,0.0004,0.0001,0.153,0.038,0.191,2.59,0.06,0.456,0.16,0.0048,0.44,0.1,0.024,0.44,0.025,0.008,0.001,0.02,0.0024,0.0024,0.0018,0.003
262,1158,2011-01-24 11:35:00,2011-01-25 11:05:00,42,0.42 - 1.2 µm,0.442,0.0078,0.0007,0.0003,0.0003,0.00125,0.0247,0.0082,0.0647,0.0007,0.0001,0.054,0.005,0.054,3.42,0.1,0.185,0.07,0.0048,0.3,0.09,0.024,0.41,0.01,0.004,0.002,0.04,0.0024,0.0024,0.0018,0.03
263,1159,2011-01-24 11:35:00,2011-01-25 11:05:00,42,1.2 - 3.5 µm,1.902,0.3422,0.0023,0.0053,0.0369,0.0251,0.5354,0.1517,0.0893,0.0026,0.0003,0.041,0.017,0.058,10.28,0.06,0.01,0.21,0.0048,0.81,0.0072,0.74,0.74,0.016,0.003,0.022,0.21,0.0024,0.0024,0.0018,0.01
264,1160,2011-01-24 11:35:00,2011-01-25 11:05:00,42,3.5 - 10 µm,4.192,0.8542,0.0088,0.0253,0.0789,0.0559,1.4911,0.1124,0.2112,0.0029,0.0019,0.07,0.082,0.152,18.53,0.53,0.012,0.0168,0.03,3.19,0.0072,0.05,0.32,0.015,0.003,0.004,0.45,0.0024,0.0024,0.0018,0.003
265,1161,2011-01-25 11:35:00,2011-01-26 11:06:00,42,0.05 - 0.14 µm,0.068,0.0003,0.0029,0.0003,0.0003,0.0047,0.0044,0.001,0.0047,0.0001,0.0001,0.039,0.005,0.041,11.69,0.36,0.023,0.0168,0.04,1.99,0.0072,0.024,0.51,0.006,0.004,0.005,0.26,0.0024,0.02,0.0018,0.02
266,1162,2011-01-25 11:35:00,2011-01-26 11:06:00,42,0.14 - 0.42 µm,0.367,0.0003,0.0152,0.0003,0.0006,0.0128,0.0048,0.0013,0.0726,0.0008,0.0001,0.028,0.005,0.028,2.87,0.11,0.055,0.12,0.0048,0.34,0.0072,0.024,0.47,0.014,0.0015,0.0005,0.02,0.0024,0.08,0.0018,0.02
267,1163,2011-01-25 11:35:00,2011-01-26 11:06:00,42,0.42 - 1.2 µm,0.425,0.0481,0.0008,0.0003,0.0052,0.01,0.0673,0.0164,0.0334,0.0005,0.0001,0.047,0.005,0.047,3.62,0.08,0.024,0.09,0.0048,0.26,0.0072,0.024,0.42,0.019,0.0015,0.007,0.05,0.0024,0.1,0.0018,0.003
268,1164,2011-01-25 11:35:00,2011-01-26 11:06:00,42,1.2 - 3.5 µm,2.246,0.4548,0.0029,0.0108,0.0467,0.0519,0.7562,0.1276,0.1163,0.0024,0.0001,0.08,0.005,0.08,9.84,0.03,0.01,0.13,0.0048,0.28,0.0072,0.024,0.73,0.009,0.005,0.017,0.2,0.0024,0.1,0.0018,0.003
269,1165,2011-01-25 11:35:00,2011-01-26 11:06:00,42,3.5 - 10 µm,2.588,0.5744,0.0023,0.0158,0.0559,0.1,0.9492,0.0543,0.1273,0.0008,0.0002,0.038,0.005,0.038,11.14,0.02,0.0018,0.0168,0.0048,0.51,0.0072,0.024,0.32,0.011,0.0015,0.003,0.28,0.0024,0.0024,0.0018,0.003
270,1166,2011-01-26 11:37:00,2011-01-27 11:06:00,42,0.05 - 0.14 µm,0.009,0.0015,0.0007,0.0035,0.0003,0.00125,0.0054,0.0022,0.0,0.002,0.0453,0.108,0.005,0.108,8.9,0.03,0.004,0.0168,0.0048,0.29,0.0072,0.024,0.47,0.011,0.003,0.003,0.17,0.0024,0.02,0.0018,0.01
271,1167,2011-01-26 11:37:00,2011-01-27 11:06:00,42,0.14 - 0.42 µm,0.334,0.0003,0.0017,0.1074,0.0003,0.00125,0.0057,0.0143,0.0,0.0019,0.0578,0.134,0.005,0.14,2.3,0.02,0.016,0.0168,0.0048,0.22,0.0072,0.024,0.43,0.013,0.005,0.001,0.02,0.0024,0.01,0.0018,0.003
272,1168,2011-01-26 11:37:00,2011-01-27 11:06:00,42,0.42 - 1.2 µm,0.455,0.1006,0.0226,0.0448,0.0004,0.00125,0.0911,0.0026,0.0017,0.01,0.0489,0.055,0.022,0.076,3.28,0.03,0.008,0.02,0.01,0.2,0.0072,0.024,0.38,0.012,0.003,0.019,0.05,0.0024,0.03,0.0018,0.003
273,1169,2011-01-26 11:37:00,2011-01-27 11:06:00,42,1.2 - 3.5 µm,3.172,1.0449,0.1573,0.1574,0.0021,0.00125,0.6782,0.0043,0.0225,0.0667,0.114,0.207,0.033,0.24,13.36,0.03,0.007,0.15,0.01,0.26,0.0072,0.024,0.71,0.026,0.0015,0.042,0.33,0.0024,0.02,0.0018,0.003
274,1170,2011-01-26 11:37:00,2011-01-27 11:06:00,42,3.5 - 10 µm,3.743,1.4521,0.0741,0.1778,0.0003,0.00125,0.8509,0.0036,0.0319,0.0794,0.0476,0.078,0.016,0.093,14.85,0.34,0.008,0.0168,0.03,2.86,0.0072,0.024,0.32,0.006,0.0015,0.005,0.4,0.007,0.0024,0.01,0.003
275,1171,2011-01-27 11:53:00,2011-01-28 11:06:00,42,0.05 - 0.14 µm,0.139,0.0003,0.0027,0.0003,0.0003,0.00125,0.0094,0.0039,0.0028,0.0005,0.0001,0.069,0.0,0.069,2.51,0.0065,0.063,0.3,0.0048,0.14,0.02,0.024,0.42,0.011,0.0015,0.001,0.02,0.0024,0.03,0.01,0.003
276,1172,2011-01-27 11:53:00,2011-01-28 11:06:00,42,0.14 - 0.42 µm,0.542,0.0105,0.0215,0.0003,0.0013,0.0073,0.0075,0.0037,0.1292,0.0035,0.0001,0.114,0.005,0.114,2.49,0.02,0.27,0.12,0.0048,0.24,0.08,0.024,0.45,0.016,0.011,0.001,0.02,0.0024,0.0024,0.0018,0.003
277,1173,2011-01-27 11:53:00,2011-01-28 11:06:00,42,0.42 - 1.2 µm,0.864,0.1795,0.001,0.0003,0.0135,0.011,0.2887,0.028,0.0854,0.0023,0.0003,0.081,0.005,0.081,5.1,0.02,0.032,0.08,0.0048,0.15,0.0072,0.024,0.44,0.018,0.01,0.017,0.1,0.0024,0.02,0.01,0.01
278,1174,2011-01-27 11:53:00,2011-01-28 11:06:00,42,1.2 - 3.5 µm,5.313,1.2261,0.0057,0.0379,0.1195,0.0688,2.0313,0.2102,0.3217,0.0076,0.0019,0.084,0.005,0.084,20.07,0.0065,0.0018,0.09,0.0048,0.42,0.0072,0.07,0.8,0.004,0.169,0.051,0.52,0.01,0.0024,0.0018,0.003
279,1175,2011-01-27 11:53:00,2011-01-28 11:06:00,42,3.5 - 10 µm,10.725,2.5772,0.0096,0.0906,0.2313,0.1233,4.5861,0.1445,0.6773,0.0021,0.0081,0.041,0.041,0.082,54.93,0.38,0.009,0.0168,0.0048,2.64,0.0072,0.024,0.26,0.004,0.083,0.0005,1.34,0.247,0.0024,0.0018,0.003
280,1176,2011-01-28 11:37:00,2011-01-28 21:30:00,42,0.05 - 0.14 µm,0.271,0.0027,0.0029,0.0003,0.0003,0.0072,0.0439,0.01,0.0131,0.0001,0.0001,0.216,0.09,0.307,5.81,0.1,0.024,0.19,0.0048,0.88,0.0072,0.024,0.95,0.02,0.004,0.002,0.04,0.0024,0.01,0.0018,0.003
282,1178,2011-01-28 11:37:00,2011-01-28 21:30:00,42,0.42 - 1.2 µm,0.69,0.0847,0.0009,0.0003,0.0035,0.0135,0.1136,0.0382,0.0735,0.0013,0.0001,0.152,0.005,0.152,7.3,0.12,0.027,0.06,0.0048,0.85,0.0072,0.05,1.04,0.039,0.015,0.018,0.09,0.0024,0.0024,0.0018,0.003
283,1179,2011-01-28 11:37:00,2011-01-28 21:30:00,42,1.2 - 3.5 µm,3.598,0.689,0.003,0.006,0.0641,0.0539,1.0528,0.2517,0.1616,0.0043,0.0001,0.223,0.005,0.223,29.17,0.03,0.0018,0.0168,0.0048,1.26,0.02,0.13,2.65,0.03,0.006,0.069,0.48,0.0024,0.0024,0.0018,0.003
284,1180,2011-01-28 11:37:00,2011-01-28 21:30:00,42,3.5 - 10 µm,5.521,1.0615,0.0023,0.0266,0.101,0.1637,1.8135,0.1692,0.2307,0.0024,0.0011,0.264,0.021,0.286,16.27,1.6,0.0018,0.09,0.04,9.35,0.0072,0.024,0.75,0.01,0.0015,0.0005,0.38,0.018,0.0024,0.0018,0.003
290,1186,2011-01-30 11:42:00,2011-01-31 11:09:00,42,0.05 - 0.14 µm,0.104,0.0003,0.0031,0.0003,0.0,0.0062,0.0109,0.0038,0.0089,0.0001,0.0001,0.049,0.005,0.049,2.14,0.04,0.079,0.07,0.0048,0.12,0.0072,0.024,0.39,0.005,0.0015,0.001,0.01,0.006,0.0024,0.0018,0.003
291,1187,2011-01-30 11:42:00,2011-01-31 11:09:00,42,0.14 - 0.42 µm,0.427,0.0003,0.0227,0.0003,0.0,0.0103,0.0073,0.0044,0.0898,0.0006,0.0001,0.043,0.005,0.043,2.38,0.03,0.266,0.0168,0.0048,0.24,0.08,0.024,0.43,0.016,0.007,0.001,0.01,0.0024,0.02,0.0018,0.03
292,1188,2011-01-30 11:42:00,2011-01-31 11:09:00,42,0.42 - 1.2 µm,0.447,0.0554,0.0003,0.0003,0.0026,0.005,0.0554,0.0309,0.0487,0.0008,0.0001,0.01,0.005,0.0,3.39,0.04,0.02,0.16,0.01,0.7,0.06,0.024,0.4,0.013,0.004,0.013,0.06,0.0024,0.03,0.0018,0.01
293,1189,2011-01-30 11:42:00,2011-01-31 11:09:00,42,1.2 - 3.5 µm,2.582,0.4565,0.0024,0.0104,0.0442,0.0321,0.6746,0.2081,0.119,0.0044,0.0001,0.01,0.005,0.0,13.16,0.02,0.002,0.0168,0.0048,0.79,0.0072,0.024,0.77,0.014,0.006,0.036,0.28,0.0024,0.0024,0.0018,0.003
294,1190,2011-01-30 11:42:00,2011-01-31 11:09:00,42,3.5 - 10 µm,4.241,0.8563,0.0034,0.0281,0.0859,0.0441,1.4271,0.12,0.1526,0.0005,0.001,0.048,0.005,0.048,15.9,0.29,0.01,0.22,0.02,2.75,0.06,0.024,0.3,0.009,0.003,0.002,0.4,0.0024,0.0024,0.0018,0.003
295,1191,2011-01-31 11:41:00,2011-02-01 11:06:00,42,0.05 - 0.14 µm,0.023,0.0003,0.0001,0.0003,0.0,0.0239,0.0079,0.0037,0.0044,0.0003,0.0008,0.135,0.005,0.139,0.0,0.0065,0.0,0.0168,0.0048,0.0,0.0072,0.024,0.0,0.0,0.0015,0.0,0.0,0.0024,0.0024,0.0018,0.003
296,1192,2011-01-31 11:41:00,2011-02-01 11:06:00,42,0.14 - 0.42 µm,0.304,0.0003,0.0086,0.0003,0.0,0.0099,0.0063,0.0039,0.0538,0.0001,0.0001,0.034,0.005,0.034,2.36,0.02,0.03,0.28,0.0048,0.15,0.0072,0.024,0.41,0.01,0.0015,0.001,0.02,0.0024,0.02,0.0018,0.01
297,1193,2011-01-31 11:41:00,2011-02-01 11:06:00,42,0.42 - 1.2 µm,0.263,0.0249,0.0,0.0003,0.0009,0.003,0.0334,0.009,0.0269,0.0003,0.0001,0.01,0.012,0.012,2.68,0.02,0.006,0.06,0.0048,0.13,0.0072,0.024,0.39,0.012,0.004,0.005,0.03,0.0024,0.0024,0.0018,0.003
298,1194,2011-01-31 11:41:00,2011-02-01 11:06:00,42,1.2 - 3.5 µm,1.391,0.2651,0.0002,0.003,0.0224,0.0176,0.4178,0.0779,0.0481,0.0006,0.0001,0.083,0.005,0.089,8.89,0.0065,0.0018,0.0168,0.0048,0.15,0.0072,0.024,0.74,0.014,0.004,0.013,0.17,0.0024,0.0024,0.0018,0.003
299,1195,2011-01-31 11:41:00,2011-02-01 11:06:00,42,3.5 - 10 µm,2.059,0.3883,0.0008,0.0089,0.0367,0.0227,0.7537,0.0413,0.0715,0.0004,0.0008,0.01,0.01,0.01,11.35,0.13,0.002,0.0168,0.0048,0.98,0.0072,0.024,0.27,0.009,0.0015,0.0005,0.31,0.045,0.0024,0.0018,0.003
300,1196,2011-02-01 11:38:00,2011-02-02 11:40:00,42,0.05 - 0.14 µm,0.019,0.0003,0.0026,0.0003,0.0,0.0292,0.0066,0.0033,0.0092,0.0005,0.0001,0.085,0.005,0.091,2.52,0.04,0.004,0.0168,0.0048,0.26,0.0072,0.024,0.38,0.01,0.0015,0.0005,0.02,0.0024,0.0024,0.0018,0.003
301,1197,2011-02-01 11:38:00,2011-02-02 11:40:00,42,0.14 - 0.42 µm,0.496,0.0024,0.0388,0.0003,0.0007,0.041,0.0062,0.0038,0.1943,0.0012,0.0001,0.182,0.07,0.251,3.63,0.11,0.124,0.08,0.0048,1.0,0.04,0.024,0.44,0.022,0.007,0.002,0.02,0.0024,0.0024,0.0018,0.003
302,1198,2011-02-01 11:38:00,2011-02-02 11:40:00,42,0.42 - 1.2 µm,1.139,0.1169,0.0,0.0003,0.0127,0.0632,0.1846,0.0462,0.096,0.0027,0.0003,0.091,0.005,0.091,16.02,0.36,0.041,0.05,0.06,4.03,0.0072,0.024,0.43,0.029,0.008,0.023,0.16,0.0024,0.06,0.02,0.03
303,1199,2011-02-01 11:38:00,2011-02-02 11:40:00,42,1.2 - 3.5 µm,7.86,1.0633,0.0,0.0382,0.1089,0.2922,2.0663,0.2941,0.3643,0.0146,0.0012,0.202,0.005,0.202,133.41,1.68,0.062,0.12,0.48,23.4,0.03,0.05,0.8,0.02,0.017,0.041,1.23,0.028,0.24,0.0018,0.07
306,1202,2011-02-02 12:21:00,2011-02-03 11:08:00,42,0.14 - 0.42 µm,0.946,0.0068,0.0907,0.0003,0.0016,0.0588,0.0086,0.0059,0.271,0.0024,0.0004,0.251,0.157,0.408,7.35,0.12,0.17,0.09,0.03,1.67,0.06,0.024,0.52,0.039,0.011,0.005,0.04,0.005,0.04,0.0018,0.003
307,1203,2011-02-02 12:21:00,2011-02-03 11:08:00,42,0.42 - 1.2 µm,3.056,0.2226,0.0009,0.0053,0.0244,0.1864,0.3632,0.096,0.1762,0.0057,0.0004,0.145,0.065,0.209,56.97,1.26,0.071,0.07,0.28,16.29,0.03,0.024,0.55,0.058,0.025,0.025,0.38,0.024,0.29,0.0018,0.03
308,1204,2011-02-02 12:21:00,2011-02-03 11:08:00,42,1.2 - 3.5 µm,15.334,1.4333,0.0,0.0601,0.1398,0.692,2.5194,0.3859,0.4882,0.0266,0.0009,0.412,0.005,0.412,441.32,9.81,0.378,0.32,2.07,124.41,0.11,0.12,1.14,0.075,0.05,0.064,2.96,0.205,1.68,0.0018,0.49
309,1205,2011-02-02 12:21:00,2011-02-03 11:08:00,42,3.5 - 10 µm,10.829,1.1468,0.0007,0.0466,0.0992,0.4638,2.061,0.1044,0.3246,0.0094,0.0013,0.351,0.01,0.361,195.92,6.93,0.201,0.26,1.06,75.9,0.08,0.06,0.52,0.068,0.026,0.0005,1.55,0.153,0.69,0.07,0.27
310,1206,2011-02-03 11:49:00,2011-02-04 11:06:00,42,0.05 - 0.14 µm,0.157,0.0003,0.0101,0.0003,0.0012,0.0548,0.006,0.0123,0.0243,0.0008,0.0004,0.074,0.04,0.114,4.7,0.26,0.018,0.12,0.03,2.87,0.0072,0.024,0.5,0.009,0.004,0.001,0.04,0.0024,0.07,0.02,0.01
311,1207,2011-02-03 11:49:00,2011-02-04 11:06:00,42,0.14 - 0.42 µm,1.326,0.0065,0.118,0.0089,0.0034,0.0656,0.0064,0.0089,0.3744,0.01,0.0012,0.117,0.02,0.137,9.5,0.55,0.193,0.07,0.11,6.76,0.06,0.024,0.65,0.115,0.038,0.009,0.1,0.019,0.18,0.0018,0.02
312,1208,2011-02-03 11:49:00,2011-02-04 11:06:00,42,0.42 - 1.2 µm,5.346,0.2096,0.0025,0.0161,0.0319,0.1866,0.2845,0.1558,0.3068,0.0161,0.0001,0.1,0.043,0.144,75.56,1.47,0.109,0.22,1.01,31.75,0.06,0.07,0.7,0.25,0.066,0.041,0.86,0.042,0.83,0.0018,0.13
313,1209,2011-02-03 11:49:00,2011-02-04 11:06:00,42,1.2 - 3.5 µm,27.99,0.9726,0.0042,0.0735,0.1434,0.1602,1.7002,0.702,0.7435,0.0465,0.0028,0.498,0.005,0.507,631.23,41.23,0.932,1.59,9.06,531.09,0.42,0.42,1.81,0.46,0.091,0.07,7.77,0.875,9.15,2.13,1.34
314,1210,2011-02-03 11:49:00,2011-02-04 11:06:00,42,3.5 - 10 µm,22.177,1.3353,0.0042,0.0611,0.1108,0.1166,2.2953,0.225,0.5436,0.0206,0.0047,0.452,0.122,0.574,326.7,27.37,0.472,0.77,4.53,303.68,0.26,0.3,0.83,0.193,0.02,0.0005,3.88,0.603,4.83,1.41,0.74
315,1211,2011-02-04 11:47:00,2011-02-05 11:24:00,42,0.05 - 0.14 µm,0.702,0.0029,0.0024,0.0003,0.0026,0.0856,0.0123,0.0158,0.0216,0.0019,0.0005,0.152,0.01,0.161,10.46,0.99,0.043,0.25,0.21,12.35,0.03,0.024,0.44,0.025,0.004,0.001,0.15,0.017,0.19,0.03,0.05
316,1212,2011-02-04 11:47:00,2011-02-05 11:24:00,42,0.14 - 0.42 µm,2.435,0.0117,0.0399,0.0055,0.0061,0.1101,0.0133,0.0153,0.2043,0.0059,0.0007,0.105,0.005,0.105,13.47,1.18,0.117,0.14,0.39,15.37,0.05,0.05,0.52,0.071,0.016,0.005,0.21,0.025,0.38,0.03,0.05
317,1213,2011-02-04 11:47:00,2011-02-05 11:24:00,42,0.42 - 1.2 µm,14.419,0.1505,0.0064,0.0214,0.0265,0.2518,0.2345,0.112,0.2007,0.0083,0.0014,0.111,0.047,0.158,145.92,11.82,0.328,0.44,3.29,165.2,0.12,0.14,0.7,0.192,0.084,0.031,2.57,0.257,3.25,0.6,0.49
